Product name,Product price,Product description,Product shipping,Product details,Product review,Product rating

"['Mackertop WiFi Smart Socket Plug Outlet Compatible with Alex, Google Home, Wireless Control Your Household Appliance from Anywhere, No Hub Required']","['CDN$12.99', 'Information Not Found']","['Descriptions: Remote ON/OFF-Turn electrical devices on/off from anywhere Sync Status-Real-time device status provided to App Timing-Set scheduled/countdown/loop timers to turn on/off at specified time Share Control- Control your smart home together with your family Scene-Turn on/off a gang of devices with one tap Smart Scene-Triggered on/off by temperature, humidity or other environmental conditions Voice Control -Works perfectly with Amazon Alexa, Google Assistant Portable and durable, easy to carry, lightweight  Specifications: Input voltage: 100-240V Output current: 10A Standby power: 0.4/hour Ordinary load: 600W Housing: ABS+PC fireproof material Certification: FCC/ROSH  Wifi distance: 50 meters outdoors, indoors up to 30 meters (depending on building materials and structure) Wifi type: 2.4GHZ 802.11b/g/n Network security level: WPA/WPA Color: White  Package Including: 1*Smart socket']","[FREE on First Order]","['Control any appliance that you connect to your Smart Plug from anywhere you are via our free app available on Android and IOS.Create your own schedule and automatically turn your appliances on or off as you wish and trust the tasks will be carried out exactly in the way you wanted.The Smart Plug is compatible with Alexa and Google Home. If you have an Amazon Echo or Dot, you can download the “Smart Life” skill/action and control your smart plug with voice commands.Turn devices On/Off at different times of the day to give the appearance that someone is at home while you are away to protect your home. Reduce your electricity use, extend product life.›See more product details']","['3', '3']","['5.0', '5.0']"

"['Socket Outlet Shelf - 9 Port Surge Protector, Vicoup Electrical Multi Plug Outlet Extender with 3 USB Charging Ports & Removable Built-in Shelf, 1080J - VI168']","['Information Not Found', 'CDN$25.99']",['Information Not Found'],"[FREE on First Order]","['9 Port Surge Protector：6 AC outlets (15A/125V/1875W) with built-in 1080J surge protector provide strong protection for your precious devices. The “Protected” indicator illuminates to show your devices are protected against electrical spikes at the maximumCreate Extra Space：Built-in removable shelf provides better use of every space in your house. The 8.1"" x 3.3"" shelf is like a magic which can make mess into organized and keep your counters tidier!Simple & Firm Installation: Just install the shelf with right direction and plug your surge protector into a standard grounded outlet, the screw (optional) make it firmly. It can hold a variety of household items such as your smartphones, electric toothbrushes, Google Home, Alexa and more!USB Smart IC Technology：The total output of 3 USB ports is 3.4A, max 2.4A for single port. It can automatically match your devices and provide the maximum charge speed for your devices, ideal for smart phones, tablets, and other USB devices.Safety Guaranteed：Fire-resistant ABS shell (fire-resistant 1382℉), and high-quality component can improve durability and safety. Built-in short-circuit, over-voltage and over-current protection can ensure the safety. We provide 12-month warranty and friendly customer service, please feel free to contact us!']","['476', '476']","['4.6', '4.6']"

"['meross MSS110 Wi-Fi Smart Plug Mini, No Hub Needed, Voice Control or App Remote Control Devices, Occupies Only One Socket, FCC and ETLComplied']","['CDN$16.99', 'Information Not Found']",['Information Not Found'],"[FREE on First Order]","[""Compact size: allows you to stack two Mini Smart Plugs in the same outletRemote Access: control devices and appliances connected to the Smart Plug wherever you go, using the Meross app on your smartphone or tablet. Maximum 15 Amp and 1800W appliances allowed.Works with Amazon Alexa, IFTTT and Google Assistant. NEST will be supported soon.Schedule automatically. Never go home to a dark house. Schedule the airconditoner or radiator to turn on before you arrive. Auto-off function turns lights and other devices off after X minutes or hours every time you set them on.Sunrise, sunset and random times functions will be added via firmware update soon.3 years'guarantee: 3-year guarantee and lifetime support.›See more product details""]","['451', '451']","['4.5', '4.5']"

"['Meross WiFi Smart Plug Mini, 16 Amp, Alexa, SmartThings and Google Voice Control, App Remote Control, Timer, Occupies Only One Socket, No Hub Neeed, 3 Pack']","['CDN$29.99', 'Information Not Found']",['Information Not Found'],"[FREE on First Order]","['APP Remote Control: Turn electronics on/off from anywhere on your smart phone with the Meross app. You can check to see the status of connected devices from anywhere any time. All data is securely transmitted and stored using Amazon AWS servers in US.Voice Control: You can control your devices hands free, just make a voice commands to turn on/off the connected devices. Compatible with the Amazon Alexa, Google Assistant.Compact Size: Occupies only one socket, allows you to stack two Mini Smart Plugs in the same outlet, more convenient and practical.Schedule and Timmer Setting: You can schedule connected device to turn on and off automatically. Added benefit of saving energy when lights are not needed or are left on by accident. Support sunrise and sunset setting.Quality and Service: The mini plug is made of PC flame retardant material, has been approved for safety and quality assurance. Certified by ETL(5009830) and FCC(2AMUU-MSS110) in USA, PSE(18031354) and Telec(Mark Number JN0810 i01) in Japan. And it supports any home device up to 16A. Any problem, please feel free to contact us without any hesitation and we’ll find a solution until you are satisfied.›See more product details']","['5', '5']","['5.0', '5.0']"

"['FRANKEVER Smart Plug,Smart outlets, Wi-Fi Mini Socket Outlet,Compatible with Alexa, Google Home and IFTTT, No Hub Required,Voice Control, APP Remote Control(1 Pack)']","['Information Not Found', 'CDN$14.99']","['Size\r\r\r\r\r\r:1 Pack|Color Name:PW801(No LED indicator))The FRANKEVER products you purchased have a 365-day warranty as standard. The warranty period begins on the day the product is originally shipped. The warranty covers all of the items and conditions identified in the original manufacturers warranty. Some of the items specifically not covered by the warranty are loss and theft, water damage, customer abuse. If any problem, please message us ASAP.']","[FREE on First Order]","['【Smart Plug】Compatible with Amazon Alexa, Google Home Assistant, IFTTT ,to add Voice Control to any outlet.【Remote Control】Turn on/off smart socket on your smart phone or tablet Via ""Smart Life"" APP, Control when you are away.【Timing and Schedule】Schedule lights, fans, and appliances to turn on and off automatically.【Easy to set up】Plug in the smart plug, Download the ""Smart Life"" app and follow the instructions from the manual .【Amazon Support】Please contact us on Amazon immediately & directly if you have any problem. We promise you get Perfect Service and 100% Satisfaction.›See more product details']","['66', '66']","['4.0', '4.0']"

"['TOPGREENER Smart Wi-Fi Powerful Plug with Energy Monitoring, Smart Outlet, 15A, WiFi Socket with Timer Function, Control Lights and Appliances from Anywhere, No Hub Required, White, Compatible with Alexa and Google Assistant, 2-Pack']","['Information Not Found', 'CDN$29.99']",['Style:Wifi Outlet 2 PackWi-Fi enabled heavy duty plug-in outlet with energy monitoring capability. Handles loads up to 15A. Enables remote control of your appliance through the TOPGREENER app. Monitor and control use of your appliances from your smart device. 15A output capability.'],"[FREE on First Order]","['2-pack Wi-Fi outlet works with Amazon Alexa and Google Assistant (sold separately) to enable voice control, no hub or subscription requiredControl appliances remotely and monitor energy usage to optimize energy efficiency using the TOPGREENER app from the App store, iOS and Android compatibleCan be used with other smart plugs to control electrical appliances, or can be added to a group of devices for advanced scene controlCreate schedules or set timers in the TOPGREENER app to turn the plug on and off automaticallyHandles loads up to 15A (heavy-duty), requires a secured 2.4 GHz Wi-Fi network connection, durable design, fire resistant, UL listed, FCC compliant›See more product details']","['828', '828']","['4.2', '4.2']"

"['Sengled Smartsense LED Light Bulb with Motion Sensor, A19 Smart LED Night Light Soft White 2700K, E26 Base 60W Equivalent, 2 Pack']","['CDN$36.01', 'Information Not Found']","['Size\r\r\r\r\r\r:2 PackSmartsense is a motion sensing LED light bulb that provides hands-free lighting for security and convenience in and around your home.During normal operation, Smartsense turns on when the sensor detects motion from a person or a car within 30 feet and remains lit for 90seconds. If movement persists, Smartsense remains lit. The bulb also supports an &ldquo;Always On&rdquo; mode &mdash; by quickly switching the bulb off and on, once, you can temporarily deactivate the sensor and use the bulb as a standard LED light A19.Energy efficient long-lasting LED with 25,000 hours expected use.']","[Free Shiping]","['【EASY INSTALLATION】 Transform your indoor fixtures into motion-activated lights without any extra hardware. No extra wiring or app required.【BUILT-IN MOTION SENSOR】Using the integrated sensor, the light will automatically illuminate when motion is detected within 30 feet.【90-SECONDS LIGHTING】The light remains illuminated for 90 seconds after motion is detected, helping you through the night.【DUAL LIGHTING MODE】The senor bulb will illuminate when the sensor detected, and also can be used as an everyday bulb by flipping the switch quickly on and off.【ENERGY-SAVING & LONG LIFESPAN】 Long-lasting LED with 25000 hours expected use. Using only 0.2W of energy while in standby. Save effort and maintenance costs on changing bulbs frequently.›See more product details']","['1,634', '1,634']","['4.2', '4.2']"

"['GoldenDot WiFi Mini Plug, Smart Home Power Control Socket, Wireless Control Your Household Appliance from Anywhere, No Hub Required, Compatible with Alexa and Google Home (1Pack)']","['CDN$11.99', 'Information Not Found']","['APP And Features Uses the easiest to set up user interface on the market making it powerful yet simple to navigate and set up. GoldenDot smart plug works by connecting to your existing home WiFi network (2.4G only) and syncs it’s status with the cloud continuously to give you on demand control of any of your home appliances wirelessly anywhere in the world. The response time is less than 0.5 seconds, and is packed with multiple settings and features such as Scheduled Timers, Countdown, and Smart Scenes that can adapt to you. Compatible with Alexa  1. Log in Alexa APP, Choose skills in the options bar, and search the Smart Life in the input box. 2. Select Smart life in the search results, and then click the Enable skill. If account has been bound, you can click on Disable Skill to remove your binding, and then click on the Enable Skill to continue to bind a new Smart Life account. 3. Input your user name and password that you have previously registered for Smart Life app (or register a new one). 4. When it prompt successfully linked, it means the Alexa account is linked with Smart Life account. Work with Any Appliance GoldenDot Smart Plug works with any appliance that you plug into it to give you instant wireless control. Any night light, air purifier, diffuser, Christmas Tree, Neon Light can become smart devices when you have the GoldenDot Smart Plug Provides lifelong free APP updates and control Instant Plug and Play! Turn any appliance in your house into a Smart Device Today! ']","[FREE on First Order]","['CONTROL AT YOUR FINGERTIPS FROM ANYWHERE IN THE WORLD – Control any appliance that you connect to your GoldenDot Smart Plug from anywhere you are via our free app available on Android and iOS. Start your coffee maker early in the morning from your bed. Turn the fan on while sitting on your couch!ONE CLICK SETUP – No Fuss setup - Insert the smart plug into wall outlet and wait for blinking light, enter your home WiFi password and let the app do the rest. Quick setup takes less than 30 seconds to complete for most routers!ALEXA AND GOOGLE HOME IS AT YOUR SERVICE – The GoldenDot Smart Plug is 100% Alexa and Google Home compatible. If you have an Amazon Echo or Dot, you can download the “Smart Life” skill/action and control your smart plug with voice commands. Give your Smart Plug a meaningful name (e.g. nightstand lamp) and Alexa/Google Home will help you do the rest. (e.g. ‘Alexa, turn on/off nightstand lamp’)SMART SCHEDULES AND SCENES - Set up your night time routine and forget about it - Turn on night light at 8PM, and turn off at 12AM. Control your environment within your house effortlessly like you are living in Bill Gates futuristic home. Control multiple smart plugs with one tap, or create smart triggers that only activate when you want it to : Turn on Lamp every night at [Location Sunset Time]›See more product details']","['47', '47']","['3.9', '3.9']"

"['Smart Plug Wifi Outlet Compatible With Alexa,Echo and Google Home,Foreet Round Mini Smart Socket Plug,Remote Control Timing Function On/Off Switch for Appliances,10A,White']","['CDN$15.99', 'Information Not Found']","['Size\r\r\r\r\r\r:Small-RoundProduct Description:The Mini Smart Socket can be remote controlled via mobile phone App ,to control ON/OFF switch , Timing Control , and Appointment(Time-lapse) , It is support the mobile phone with operating system above Android 4.1 or IOS8.0Specification:Power Rating            100-240VAC 10A/16AAC Frequency            50/60HzOperating temperature       -10℃~+40℃Wi-Fi Standard           Wi-Fi 2.4GHz b/g/nApp Support           Android4.1 and ios8.0 or higherOperating Instructins:Make sure the Smart socket and your Cellphone are covered bythe Wifi and close to the Wifi router as possible.Part1:RegisterAfter download the App, Enter the register/login interface,choose Resgister, input the phone number for gettingverification code to register.Part2: ConfigurationTwo Configuration model for you.Easy Mode (Recommened) and“Ap Mode”(Hotspot Model).Easy Mode(Rapidly Flashing,2 Times per 1 Second)1.Connect the Smart socket with electricity, the LED indicator being quickly flash, ready for configuration(if the indicator is not quickly flash, please press ON/OFF button 5 seconds to reset.)2.Select“Add Device”(or tap the icon“+”on the right corner) to choose your device, select“Plug”.3.Enter“finish network configuration”and connect with the right Wi-Fi, Tap next.4.Wait for moment until 100%.configuring successfully.If unsuccess Please try agin, or try another Configuration model“AP Mode”(Hotspot Model).']","[FREE on First Order]","['♥ Easy To Use ♥ Please try ""AP mode"" on the APP during setup if direct connection failed. Plug in the smart plug → Download ""Smart Life"" APP from App store, Google play or scan the QR code on the user manual → Connect the mobile phone with the smart plug via Wi-Fi.♥ Voice Control ♥ Works with Google home to manage your home devices through voice control.Control your household appliances with the smart plug by simply giving voice commands.Such as saying""Alexa, trun on the light"", and the light will turn on automatically.♥ Remote Control ♥ Remotely turn appliances and electronics on or off from anywhere.At home or when you go out,with one smart phone, you can share the device with your family and take your life in your own hands.Perfect for Household Appliances Lamps, Lighting & Electrical Equipment.♥ Timer Function ♥ Schedule the Smart Plug to automatically power electronics on and off as needed, like setting lights to come on at dusk or turn off at sunrise. You can create a group for all of your smart devices and control them all with just one command. With the countdown timer feature,simply set a timer for the Smart Plug to turn off its appliance automatically.♥ Customer First ♥ We want our clients to be happy, so just in case you feel disappointed with your purchase, please do not hesitate to contact us. Providing the highest quality possible to all of our clients is our primary goal 😊.›See more product details']","['128', '128']","['3.9', '3.9']"

"['SIPAILING WiFi Smart Plug Wifi Outlet Work with Alexa Google Home, Wifi Socket with Time Function, No Hub Required, Smartphone Control Your Device from Anywhere']","['CDN$14.98', 'Information Not Found']","['Size\r\r\r\r\r\r:1 packSIPAILING, specialized in IoT industry. The company has a committed workforce in R&D and manufacturing with products range of Wi-Fi Socket, Wi-Fi Power strip, Wi-Fi Bulb, Wi-Fi IR controller and ZigBee home automation system devices etc. Our Mission We uphold the company philosophy of ""Make life simple"", concentrate on developing more intelligence, smarter, simpler, portable products. Our products pride on making thousands family life more comfortable and satisfied.  Your Life Can Be A Lot Easier With The Smart Plug  Turn things on and off from your smartphone or tablet using the mobile app. The app is easy to use and it\'ll send you customized notifications.  Create On/Off Schedules For Your Devices  You can set device schedules so that you walk into a brightly-lit home every day after work with your favorite song playing and the AC exactly where you want it.  Let The Smart Plug Worry About The Unexpected  Turn your Smart Plugs on or off with the sound of your voice! Experience the hands-free control and convenience of Amazon Echo (sold separately) to easily turn on lights when your hands are full, or turn off the fan as you leave the room.  Specification -Wi-Fi Protocol: 2.4GHz only  - Max power: 2000W(resistance loading)  - Working voltage: AV110-240V(50/60Hz)  - Material: ABS flame retardant polymer  - Power consuming:<0.3W  - Working current: Max 10A  -Colour: White  Package Contens - WI-FI Smart Plug x1  - User Manual x1']","[FREE on First Order]","['EASY TO INSTALLATION - Just 3 steps, you can start your smart life. Scan the QR code to download the eFamilyCloud APP, Put it into AC outlet and use the APP to control the Wi-Fi plug(WI-FI 2.4GHz only)VOICE CONTROL - Just give a voice command to Amazon Alexa, Google Assistant and IFTTT turn on/off , No hub required.REMOTELY CONTROL BULB - Control your device anywhile anywhere with your android or ios device by using the free ""eFamilyColud"" app. Make your life simple. Works with 2.4GHz Wi-Fi network.SCHEDULED TIMER - schedule the smart Plug to automatically power electronics on and off as neededFAMILY SHARE - All Smart Wi-Fi plugs can also be controlled as a group. Share the smart plug to all family members in a minute. It is our responsibility to increase the happiness of you and each of your family member.›See more product details']","['51', '51']","['4.0', '4.0']"

"['Smart WiFi Plug Outlet Wireless Mini Socket, Compatible with Alexa Google Home & IFTTT, Remote Control Your Home Appliances from Anywhere,Voice Control and Timer Function,No Hub Required,Easy to Setup']","['Information Not Found', 'CDN$18.99']",['Information Not Found'],"[FREE on First Order]","['🍁 Smart and Easy Life : Control your home or office electrical items via your phone whenever and wherever you are, just enjoy the happiness and warmth of smart life.🍁 Voice Control : Compatible flawlessly with Amazon Alexa, Google Assistant & IFTTT. Simply say ""Alexa, turn on the TV"" or ""OK Google, Turn off the living room light"" to control your electronics.🍁 Simple to Use : Just plug your electronics to this smart plug, set up on phone App, then you can use it easily. Share the device with your families on phone so they can use it directly and no need set up again.🍁 Timer Function : Get ready to have a smart home and create customized schedule to automatically turn on and off any home Electronics or appliances such as lamps, Christmas Lighting, coffee maker, etc🍁 Certification & Warranty : ETL and FCC certification ensures complete protection. If you face any technical issue, just email to usnetvip@outlook.com. Netvip smart plug offer 180-day unconditional full refund guarantee and 12-Month limited warranty.']",['79'],['4.6']

"['Smart Plug Gosund Dual WiFi Outlet Plug 2 in 1 Extenders Socket Works with Alexa Google Home Plugs, Schedule and Timer, Control Independently or Together, 10A, No Hub Required, FCC Listed (2 Pack)']","['CDN$54.46', 'Information Not Found']","['Gosund 2 IN 1 Mini Smart Plug - Smart home, Smart life Gosund Wifi 2 IN 1 Electrical Outlet helps you to remotely control your appliances, via SmartLife app, or with Alexa /Google Home voice control at home ']","[Free Shiping]","['Voice or Remote Control: Gosund dual smart plug, Alexa and Google home supported; No need to turn on/off your devices manually, just use your voice. Gosund remote control wifi plug control devices plug into it from anywhere anytime via gosund app. Tips: compatible with Android 4.4 above or IOS 8.0 above. Only supports 2.4GHz Wifi network (can\'t work with 5Gwifi). Wifi is needed and no hub required.2 in 1 Compact Size and Independent Control: More wifi outlet plug for users with space-saving feature. Only require one outlet of wall panel with compact size. Two smart outlet sockets work independently or together. One demand controls all of your smart wifi plugs by creating a group.Set Schedule and Timer: Customize your schedule for any home appliances making this wifi plug work automatically. Create your own scenes for your children\'s light at sunset or sunrise. Ideal for kids who are too young to touch switch. Family share is supported.Easy Installation and Safe: Just plug a device into gosund wifi plug and connect to your Wifi network with APP ""Gosund"". V0 fire-resistant material makes life safe. FCC listed.Package Include: Gosund 2 in 1smart plug *2, manual*1. Welcome to contact us if u have any question with Gosund smart plugs, we are glad to help with.›See more product details']","['1,707', '1,707']","['4.3', '4.3']"

"['Outdoor Smart Plug, Peteme Outdoor Wi-Fi Outlet with 2 Sockets, Compatible with Alexa, Google Home, Wireless Remote Control/Timer by Smartphone, IP44 Weatherproof, FCC/RoHS Certified.']","['CDN$63.14', 'Information Not Found']","['Support WiFi network. Support Amazon Alexa and Google home. Two touch switch separately controlled Support Smart configure net technology, easy to access settings. Support status tracking, home appliances status timely feedback to your device. Support Max 8 timing task. Support Max 150 WiFi smart devices from one smart phone. Easy installation, easy handling and can be activated immediately and stably. FCC,CE, ROHS, RED approval.']","[Free Shiping]","[""VOICE & REMOTE CONTROL- The outdoor smart plug compatible with Amazon Alexa and Google Assistant for voice control. Simply plug in a device, connect to your Wi-Fi network, and download the Smart Life app. It's as easy as one, two, three. Note：It only supports 2.4GHz Wi-Fi network, not support 5.0GHz Wi-Fi. Connect devices to the smart plug by using the free Smart Life App on your phone and enjoy hands-free lifestyleTwo AC power sockets with waterproof button cover protect the module from dust and debris when not in use. 15 A / Gang each maximum, App / voice control 2 devices independent or together.SET TIMERS - You can also set an automatic daily timer or create an on / off so that your device can turn it on and off. Remind you to turn off the appliances and you will see a sharp drop in your electricity bill almost immediately.IDEAL FOR OUTDOOR USE - IP44 Weatherproof, FCC/ RoHS certified. With ABS fireproof material and splash-proof design, features weather and impact resistant housing withstands damp or wet conditions.QUALITY GUARANTEED - Peteme Smart outdoor WI-FI plug is FCC, ETL approved product. If you encounter any problem or need further support, please feel free to contact us through Amazon directly. For our contact information, please contact us whenever you encounter product issue.›See more product details""]","['208', '208']","['4.2', '4.2']"

"['Smart WiFi E26/E27 Lamp Socket, Intelligent WiFi Home Remote Control Light Lamp Bulb Holder, Compatible with Alexa, Google Home (2)']","['CDN$32.96', 'Information Not Found']","['Item Parcel Quantity:2➤NOTE: Not suitable for other high-power incandescent lamps, halogen lamps and other heating bulbs. If the super-high-power incandescent lamp is not used as directed, the chip inside the lamp holder will melt and stop working .Maximum Power：40W(110V) for LED bulbsWi-Fi：802.11b/g/n (2.4 GHz) Nominal Voltage：220V/110V Stainless Steel Lamp Base E27 Lamp holder socket Indicator Light Operate Temperature：-30℃~50℃ Key Reset Button(ON Button) Voltage: 110-250V Type of Bulb: LED bulbs Cap Type：E26/E27 WIFI requirement: 2.4GHz OnlyPacking Includes :2*lamp sockets 1*Instruction ManualAPP Connection Problem:1. If the indicator light does not flash quickly when powered on, please long pressing the switch for 5-10 seconds to make it flashing quickly. 2. If the indicator light flashes quickly but failed to connect with app, please confirm the WIFI password is correct. 3. Every time connecting failed, please long pressing power button for 5-10 seconds to restore it to factory settings and clear the error message. 4. If connect with the app successfully but fail to control the lamp, please restart the router and re-login the Tuya app. If you have any problems or need further support, simply contact us. ']","[Free Shiping]","['REMOTE CONTROL: Connect to 2.4GHz WiFi network, it allows you to control your smart lamp sockets ON/OFF by phone and control it at anywhere .TIMING FUNCTION: Set a schedule for lights on or lights off at the specific time. Easy and convenient to use.GROUP CONTROL: Maybe you have more than one sockets used for different place. How to control them easily? Just create a group and control them in one command.EASY TO USE: Only support 2.4GHz WiFi network. Download TUYA app and take a few minutes to setup following the instructions below. No hub required. （ If you have any problems or need further support, simply contact us.）WIDE APPLICATION : Recommend to work with various E26/E27 LED bulbs. Max power 40W. （Not suitable for other High Power incandescent lamps, halogen lamps and other heating bulbs）Transfer common bulb to smart bulb. Ideal for bedroom , living room , garden , basement , garage and so on .›See more product details']","['186', '186']","['3.9', '3.9']"

"['BESIN Smart Plug Work with Alexa, Echo, Google Home and IFTTT, Mini WiFi Outlet Wireless Socket, No Hub Required, 4 Pack']","['CDN$39.99', 'Information Not Found']","['Specifications: Input Voltage: AC 110-240V Output: 10A Maximum Load Max Load Power: 1100W Wireless Type: 2.4GHz WiFi only App Support: iOS / Android Run devices the smart way Automate your home with these smart plugs, whether a light or coffee maker, just run all your home appliances from your fingertips.  Hands-free voice control  The smart plug is compatible with Amazon Alexa and Google Home. Just manage devices through your voice. You don’t need to walk to turn off lights when you’re already in bed.  Control from anywhere  Remote control your household appliances form anywhere in the world on your smart phone or tablet over the internet connection (WiFi 2.4G) using the smart plug.  Create schedules to devices  Create custom schedules and automatically turn your home electrics on/off at a specific time so you could check on your devices status conveniently on the Tuya or Smart Life App which allows you to add multiple appliances.  Easy to set up  Just download the Smart Life App, sign up for an account, and connect to your existing home Wi-Fi network, no hub and subscription need. You can rename or group them to make it easier to turn multiple plugs on and off using Alexa or through the app.  Remote control your home  The smart socket connects to internet through WiFi network, supports mobile Smart Life App to remotely control your home or office electric appliances directly with the app (on your smartphone/tablet).  Family Device Sharing  Share the same smart plugs with your family members in seconds. The smart plugs narrow the distance between you and your family, making you more intimate and bringing you a happier and easier life. ']","[Free Shiping]","[""VOICE CONTROL - Work with Amazon Alexa, Echo, Google Home and IFTTT, directly to manage your home appliances with smart plug through Voice ControlREMOTE CONTROL - Control your connected home appliances anytime and anywhere via your mobile phone. Turn off your fan at home while sitting on the subway, or turn on the lights in your garage while sitting in the company's officeSCHEDULE AND TIMER - Set a schedule or timer to turn on/off your home appliances automatically. Pre-set coffee maker and enjoy a fresh coffee every morning. Sync lamps and devices to sunrise and sunsetCREATE GROUP AND DEVICE SHARE - Create a group for all BESIN wireless mini sockets and control them all in one command. Share the home devices to all family members in a minute. Compatible with IOS 8 or above and Android 4.4 or aboveENERGY SAVING AND SAFE - With the convenient timer function, the smart plug can protect the devices safety, prevent from overcharging and overheating, and reduce energy use›See more product details""]","['3', '3']","['5.0', '5.0']"

"['Amazon Smart Plug, works with Alexa']","['CDN$34.99', 'Information Not Found']",['Information Not Found'],"[FREE on First Order]","['Amazon Smart Plug works with Alexa to add voice control to any outlet.Schedule lights, fans, and appliances to turn on and off automatically, or control them remotely when you?re away.Simple to set up and use?plug in, open the Alexa app, and start using your voice.Compact design keeps your second outlet free.No smart home hub required?set up routines and schedules through the Alexa app.']","['2,283']",['4.6']

"['USB Outlet - ANTEER 4.2A/5V USB Wall Outlet 15A/125V Receptacle Smart High Speed USB Charger Socket Electrical Outlet USB Wall Plate Screw Included, ELT']","['CDN$14.99', 'Information Not Found']","['Item Parcel Quantity:1|Color Name:4.2AUSB Outlet - ANTEER 4.2A/5V USB Wall Outlet 15A/125V Receptacle Smart High Speed USB Charger Socket Electrical Outlet USB Wall Plate Screw Included, ELT']","[FREE on First Order]","['✅UPGRADE TO MULTIFUNCTION WALL OUTLET: 2 High-speed 4.2A/5V USB ports and 2 Standard electrical 15A/125V Receptacles. Save Outlet Wall Plate space and USB adapters. Can be used for both home appliances and USB charging Fast at the Same Time.✅SMART RECOGINZE TECHNOLOGY: 2 Smart 4.2A/5V USB ports (NOTE: Each port reaches up to 3.1A maximum, 2 Ports Shared 4.2A). Recognizes power need of connected devices, then delivers the maximum power that your devices allow. works with almost all devices requiring 5V DC charging.✅HIGH-SPEED USB CHARGER: Compatible with USB 1.1/2.1/3.0 Devices. Max 3.1A per USB port charger fit your iPhone, iPad, Android, tablets, and much more without the need of power adapters. Complete the charging quickly and save your time.✅WIDLY USED SAFE WALL OUTLET: ETL Approved. Fire-resistant material and high quality components. Perfect for use in indoor occasions, such as home-kitchens bedrooms and in commercial applications such as offices, hotels, airports, restaurants and cafes, salons, college dorm rooms.✅EASY INSTALLATION: There is a detail specification included in the package. Compatible with back and side wiring. Include screw and two standard size wall plate.(NOTE:Please ensure that the depth of the electrical box exceeds 1.5 inches / 38 mm).›See more product details']","['18', '18']","['3.8', '3.8']"

"['Koogeek Smart Plug,Mini Outlet WiFi Socket Compatible with Alexa,Google Home and IFTTT,Remote and Voice Control,Timer Function,No Hub Required 1 Pack']","['CDN$13.99', 'Information Not Found']","['Size\r\r\r\r\r\r:smart plug(1 pack)OverviewKoogeek Smart Plug is a Wi-Fi-enabled smart wall plug that Compatible with Alexa and the Google Assistant. You can remotely control and monitor the connected device by using Koogeek Life app. You can even use Amazon Echo or Google Home to control the connected device by just asking Alexa or the Google Assistant.System requirements- Home Wi-Fi (802.11b/g/n,2.4 GHz ONLY - WPA or WPA2 Network Security- Koogeek Life app (available on the App Store and the Google Play)- iOS 8.0 or later device, or Android 4.4 or later device- To voice control this product with Alexa, an Alexa product is required.- To voice control this product with the Google Assistant,Android 5.0 or later, or iOS 10.0 or later isrequired. SpecificationsMaterial: PC (V-0 flame-retardant)Color: WhitePlug Type: US plugPower Input: 120VAC Max, 50/60HzNumber of Power Outlets: 1Resistive: 10A,1200WFor use in U.S. and Canada onlyCertificate: ETL, FCC IDItem Dimensions: Approx. 1.97 * 1.16 inch / 50 * 29.62 mm (D * H)Item Weight: Approx. 1.79oz / 51gPackage Dimensions: Approx. 2.05 * 2.05 * 2.19 inch / 52.26 * 52.26 * 55.85 mm (L * W * H)Package Weight: Approx. 2.47oz / 70g Package includes1 * Koogeek Smart Plug1 * Quick Start Guide (English, Japanese)']","[FREE on First Order]","['【Free your hands】Koogeek smart plug is compatible with Alexa,Google Home and IFTTT.You can turn on or off electrical appliances from voice control with it.Such as,""Alexa, Turn on my bedroom light"".That means when you go to the dark, you can easily turn on light through your voice rather than finding the switch.【Worry-free trip】With free Koogeek life app,You can monitor and control home appliances at anytime and anywhere.When outside of home,you can turn off the electric appliances that you forget,which can not only save energy,but also prevent fire risk.And when travel or be on a business trip,you can randomly turn radio or light on to give the appearance that someone is at home, giving you a full sense of security.【Automatic control】Set timers or countdowns to automatically turn the connected devices on or off at a preset time.For example,set scheduled time to turn on coffee machine and water heater in advance.When wake up,you can enjoy a warm coffee and hot shower to greet your new day.You will no longer forget to turn on/off electrical appliances with Koogeek WiFi smart socket.【Save your time and effort】One Koogeek smart outlet corresponds to multiple scenarios.Creating different usage scenarios based on your need to control many connected devices through free Koogeek life app can be very convenient.Such as,set a “good night” scene to turn off some connected appliances at one time.【Easy connection steps&Worry-free service】The connection step is so easy that you need to be neither a technician nor a electrician.Besides,it works with2.4GHz WiFi router without the need for a separate hub or paid subscription service.If you have any problem or suggestion, please kindly contact us via support@koogeek.com.›See more product details']","['162', '162']","['4.1', '4.1']"

"['Smart Plug Compatible with Alexa, Smart Life Wifi Smart Socket Compatible with Echo, Google Home, Smart Home Devices, No Hub Required Wifi Mini Smart Life Outlet, Remote Control Devices from Anywhere']","['Information Not Found', 'Information Not Found']",['Information Not Found'],['Information Not Found'],['Information Not Found'],['49'],['3.4']

