Product name,Product price,Product description,Product shipping,Product details,Product review,Product rating

"['Wireless Security Camera Outdoor, FHD 1080P WiFi Surveillance Camera, Waterproof Bullet IP Camera Work with Alexa, Motion Detection, Night Vision, Two-Way Audio, ONVIF, Amazon Cloud Storage']","['CDN$59.99', 'Information Not Found']","['Main Feature: 1. Image Sensor: 1/2.7"" CMOS Sensor 2.0 MP. 2. Video Compression: H.264. 3. Video Resolution: 1920 x 1080 (1080P). 4. Dual Light Mode Night Vision: 4 Array Leds 15m .(2 infrared lights， 2 white LED lights). 5. Support Two Way Audio. 6. Storage:Support TF Card Storage MAX 128G and Cloud Storage (Not Free). 7. Smart Alert: Motion detectionsound detection. 8. Support ONVIF protocol. It's compatible with third-party NVR which support ONVIF. 9. Support Waterproof IP66, use for outdoor and indoor. 10. Compatible with Amazon Echo Show and Alexa Voice Control. Please Note: 1. The TF Card is not included. 2. WiFi only support 2.4G Hz not 5G Hz 3. If you want to connect NVR for recording, please make sure your NVR support ONVIF. What's include in the package? 1 × 1080P HD Wifi Camera 1 × Antenna 1 x Power Adapter 1 × User Manual 1 x Screws Pack']","[Free Shiping]","['【Full HD 1080P and IP Network】This Outdoor Security Camera Give 1080P High Resolution Picture Up to 1920x1080 at 25 fps with wide angle lens to Make Every Detail So Clear That No Message will be missed Whatever Day or Night. Our Wireless Network Camera can access to internet by Wi-Fi (Only work with 2.4 GHz) or Ethernet cable to ensure you get a clear and smooth live video.【Work with Alexa and Two-way Audio】Our Smart Home Camera supports to have a live broadcast video on Echo Show, Echo Spot, fire TV by voice with Alexa. Our camera built in speaker and microphone which supports instant talk between APP and wireless camera. For example: you can talk to incomer when you are outdoors to reduce losses, or you can talk with your family when you are on tripe remotely.【Night Vision and Motion Detection】 This Night Vision Camera have 2 infrared lights and 2 LED lights double light source inside. With Floodlight and IR Night Vision, Our Surveillance Camera can give a 24-hour color video monitoring to protect your home property and family security. This Outdoor Camera can be as one street light for illumination also. When it detecting a motion, this Security Camera will push alert to your smartphone automatically.【Weatherproof and Waterproof】Our Bullet camera are IP66 waterproof level which works very well whatever in sunshine day or rain season. High quality aluminum case and powerful Weatherproof design to make our cameras work very stable whatever in snowstorm or winter cold season. Temperature range is from -40°F to 122°F(-40°C to 50°C) .【Amazon Cloud & Micro SD Card & ONVIF NVR storage】 Our Cloud Camera support Amazon Cloud Storage(Optional Subscription Service), Mirco SD Card, and NVR. Users can choose to buy the cloud service or TF card or NVR as storage for video recording. All users are eligible for a 30-day free trial of the cloud storage. It supports Micro SD card storage up to 128G. International standard ONVIF protocol, perfectly compatible with all the popular NVR brands on the market and improves product interaction.›See more product details']",['52'],['3.9']

['Hidden Spy Camera Clock Wireless WiFi Hidden Cameras HD 1080P Nanny Cam for Home Security Monitor Video Recorder 140 Angle Night Vision Motion Detection (Upgraded)'],"['CDN$59.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['Special Design Hidden Camera in the clock with 140° Wide Angle Lens for Home Security: This full HD 1080P WiFi camera clock is concealed in what looks like a normal clock. No one will ever suspect that this clock has a recording camera. Perfect for pet / baby monitoring, nanny cam, business monitoring, security, vacation home monitoring.Wi-Fi Streaming Via IOS/ Android Upgraded APP Spy Camera: Download free App from ""Google Play"" or ""App Store"" and connect this Wi-Fi camera wireless hidden camera clock with wifi network, remotely viewing the live video/record video and pictures anywhere anytime. Live video viewing in Tablet or PC is also available. You can see exactly what happened when you were not in your home, office, business, or any need a secret safe place.Perfect Nanny Camera with Motion Detection: Once the motion detection activated, the alarm notification will push to user's phone, capture photos and save in user's APP automatically, without miss any exciting moment. The user can also install a SD card, motion detection video, time recording, and snapshots. Maximum SD card support is 128GB (SD card NOT included). The user can view or delete the SD card video and download the video on user's computer as well.1080P HD Video Recorder with Night Vision: The video resolution of the clock camera is 1920 x 1080P, you can see exactly what’s going on through video. The hidden camera has night vision, it can see and record in darkness, IR night vision goes better when the unit is being charged. And these special IR lights are nearly invisible to the naked eye.Loop Recording Surveillance Security Camera: Insert the Micro SD card into its slot, power it on, the camera will start to record automatically. When the memory space is full, the camera will overwrite the files from oldest to newest. Pls find what we upgraded comparing to other similar products from picture 2, and we support 60-day refund and 12-month replacement.']",['89'],['2.8']

"['[2020 update] Security Camera System Wireless JOOAN 4-Channel HD 1080P NVR with 4Pcs 1080P Wireless Camera, home outdoor/indoor WiFi Surveillance System Good Night Vision With Motion Dectection & Email/APP Alarm, P2P']","['CDN$199.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【 FHD Clearly】: FULL HD 1080P live stream from the H.265 NVR direct to your monitor , delivering crystal clear clarity for a truly superior image quality. 4 piece industrial grade powerful IR-cut LEDs automatically switch to provide high quality B/W picture at night, which allows you to see clearly up to 100ft even in total darkness.【Plug & Play wifi system】: Router built-in NVR transfers wifi signal to the cameras, you only need to plug the NVR & cameras, you can view the cameras on your monitor in real-time. Also you can connect the NVR to the internet to view the cameras in ""Danale"" application on your phone or computer by wifi or 5G/4G/3G. Danale is a user friendly app that has an easy operating interface that allows multiple users to remote view the image simultaneously.【Waterproof】: IP-67 rating with metal cover makes it ideal for outdoor or indoor use to keep the cameras working no matter if it is raining , sunny or snowing outside. Perfect to place anywhere you wish to monitor your house, outside yard, garden, front door & garage.【Motion Detection & Email Alarm】 : Motion detection technology identifies and outlines motion in both live stream and replay modes, you will receive notification alerts immediately by Email or app push alerts when unexpected motions are detected so that you never miss anything happening in your house. The motion detection area, time and sensitivity can also be customised too. Support USB port Back up , gives you the easiest option of backing up and transferring your video footage to a USB flash【Warranty】 : We have one year warranty and life time techniacal support for you, hope you enjoy using our product, any news please feel free to contact us first. Thanks a lot ! ! (Email: wendy@qacctv.com; Skype: market@qacctv.com)']",['167'],['4.2']

"['Nooie Baby Monitor, WiFi Pet Camera Indoor, 360-degree Wireless IP Nanny Camera, 1080P Home Security Camera, Motion Tracking, IR Night Vision, Works with Alexa, Two-Way Audio, Motion & Sound Detection']","['CDN$140.67', 'Information Not Found']","['Nooie 360 Degree 1080P Wifi Camera, guard and protect what matters to you, keep tabs on home remotely 24/7.']","[Free Shiping]","['✪ 360 ° MOTION TRACKING: Automatically senses and tracks the action in your home in full 360°. Nooie Cam 360 has 101° field of view -- rotates 355° horizontally and 94° vertically. Pan and tilt easily with the Nooie Cam App.✪ 1080P HD + SUPERIOR NIGHT VISION: 1080P HD camera lens and two 940nm infrared LEDs. Night vision up to 32ft (10m) in pitch-black. Optional status light.✪ STYLISH, INTUITIVE, EASY SET UP: Camera and App are easy to install, simple to control, and a breeze to maintain. Compatible with 2.4GHz WiFI network. Download app from App Store or Google Play. Works with Alexa.✪ MOTION + SOUND DETECTION, TWO-WAY AUDIO: Live streaming 24/7 with real-time motion and sound alerts. Listen and talk to family or pets with built-in anti-noise mic and speaker.✪ SECURE DATA & DATA STORAGE: Continuous or motion-detected recording options. Multiple security protocols to keep your data and privacy secure. Continuous or motion-detected recording options. Micro SD card (buy separately) or cloud subscription service (sign up via Nooie Cam App).›See more product details']","['1,992']",['4.3']

"['Mini WiFi Spy Camera - CreateGreat 1080P Wireless Small Home Security Camera, Nanny Cam with Pro Night Vision, Motion Detection, Long Battery Life, Android/iOS App, Indoor & Outdoor Portable Tiny Cam']","['CDN$59.99', 'Information Not Found']","['LATEST 2020 VERSION MINI WIFI SPY CAMERA: CreateGreat 2020 Version is the LATEST model with the NEW app HDSPCAM, Built-in Magnet, 150° Wide Angle and 1080P Live Video. The NEW app HIDVCAM is more steady & secure. EXCELLENT LIVE STREAM WIRELESS CAM: Just download the NEW app HDSPCAM for your iPhone or Android phone and have it configured with router Wi-Fi (Only 2.4GHz). Now you are ready to view LIVE video on the App remotely from ANYWHERE in the world. Keep an eye on your home or office as a nanny camera. With the internal magnet, the hidden camera can be adsorbed on any iron surfaces. Perfect as surveillance camera in: Office, Home and Car etc. ALL IN ONE MINI CAMERA: Although the camera is quite small, it comes with all useful features you need for a Wi-Fi Mini camera: 150° Wide Angle, Built-in Magnet, 1080P Live Video, Motion Activated Push Alerts, No-Glow IR Night Vision, Recording while Charging, Playback/Snapshot/Record Remotely, iOS and Android Compatible, Live Stream from Anywhere, SD Card Recording, Free App, One App Multiple Camera, One Camera Multiple Users and More. RECORDING WHILE CHARGING SPY CAMERA: This CreateGreat mini spy camera comes with built-in high quality 1100mAh rechargeable lithium-ion battery which can last about one hour. Besides, you can plug it to a power bank to record up to 30 hours. Or you can get the camera plugged to USB charger to have it stay on continuously. You’ll have peace of mind knowing that you can watch over your valuables by live stream at any time. MOTION DETECTION AND NIGHT VISION: With the upgraded intelligent motion detection, now you can set the sensor sensitivity manually. Once a motion is detected, the hidden camera will send Push Notification with images to your phone. You can log into the App to see what’s going on in real time and never worry about missing something important. The device features covert design of 6 infrared IR lights with non-luminance and 5M night vision distance. You can remotely switch']","[Free Shiping]","['LATEST VERSION MINI WIFI SPY CAMERA: CreateGreat 2020 Version is the LATEST model with the NEW app HDSPCAM and longer battery life, Built-in Magnet, 150° Wide Angle and 1080P Live Video. The NEW app HIDVCAM is more steady & secure.EXCELLENT LIVE STREAM WIRELESS CAM: Just download the NEW app HDSPCAM for your iPhone or Android phone and have it configured with router Wi-Fi (Only 2.4GHz). Now you are ready to view LIVE video on the App remotely from ANYWHERE in the world. Keep an eye on your home or office as a nanny camera. With the internal magnet, the hidden camera can be adsorbed on any iron surfaces. Perfect as surveillance camera in: Office, Home and Car etc.ALL IN ONE MINI CAMERA: Although the camera is quite small, it comes with all useful features you need for a Wi-Fi Mini camera: 150° Wide Angle, Built-in Magnet, 1080P Live Video, Motion Activated Push Alerts, No-Glow IR Night Vision, Recording while Charging, Playback/Snapshot/Record Remotely, iOS and Android Compatible, Live Stream from Anywhere, SD Card Recording, Free App, One App Multiple Camera, One Camera Multiple Users and More.RECORDING WHILE CHARGING SPY CAMERA: This CreateGreat mini spy camera comes with built-in high quality 1100mAh rechargeable lithium-ion battery which can last about one hour. Besides, you can plug it to a 10000mah power bank to record up to one years. Or you can get the camera plugged to USB charger to have it stay on continuously. You’ll have peace of mind knowing that you can watch over your valuables by live stream at any time.MOTION DETECTION AND NIGHT VISION: With the upgraded intelligent motion detection, now you can set the sensor sensitivity manually. Once a motion is detected, the hidden camera will send Push Notification with images to your phone. You can log into the App to see what’s going on in real time and never worry about missing something important. The device features covert design of 6 infrared IR lights with non-luminance and 5M night vision distance. You can remotely switch it on/off on the App.']",['3'],['5.0']

['WiFi Home Camera 1080p HD'],"['CDN$30.95', 'Information Not Found']","['YI 1080p Home Camera, Indoor Wireless IP Security Surveillance System with Night Vision for Home / Office / Baby / Pet Monitor with iOS, Android App - Cloud Service Available']","[FREE on First Order]","['Keep your family and pets safe with 1080P HD video streaming and 24-hour monitoring though Wi-Fi using your mobile device. You can save up to $800 per year in unnecessary security contractors and long term contracts.Supports up to 64 GB Micro SD card for video recording and taking pictures. You can also save into your Smartphone with the Android and iOS mobile app.Enabled 2-way audio so you can listen to noises or conversations from anywhere with your Smartphone. You can even talk to your pet while you are away!Supports night vision to help you monitor your home, family and pets at any time of day and from anywhere in the world with an internet connection.Reliable Wi-Fi connectivity to access your camera with YI Home App on mobile device, and YI Home App on PC at anytime, anywhere. Built-in support for 802.11b/g/n 2.4Ghz (5Ghz currently not supported) Wi-Fi band.']",['7'],['3.5']

"['WiFi Security Camera System Wireless PTZ IP Outdoor Surveillance Camera with FHD 1080P, IP66 Waterproof, Night Vision, Two Way Audio, Motion Detection, Alarm Remote Intelligent Camera+ 64GB Micro SD Card']","['Information Not Found', 'CDN$69.99']",['Information Not Found'],"[Free Shiping]","['【PTZ Control Camera】 355° horizontal and 80° vertical rotation range cover a much bigger vision range. No blind spots left. Download app on your phone and connect to 2.4GHZ WiFi. You can share the camera account with up to 5 users to live view it.【FHD 1080P & Night Vision】High resolution images in 1080p resolution, built in 6 layers optical lens double coated clear and dedicated picture quality. With 6 Infrared lamps, high quality LED lights to enhance night vision.【Two-Way Audi& Motion Detection Alarm Alert 】: Built-in speaker and microphone, with real-time bi-directional voice intercom between phone and camera. With motion detection alarm, intelligently detect suspicious moving objects push alarm information to you mobile in real time.【AP hotspots&Storage loop recording】It can continues to monitor without network, the phone connects to the hot spots emitted by the camera and can record without the network. Support MAX 128GB TF Card and Cloud Storage(included 64G SD card). Inserting card recording, storage video will review at any time, video automatically divided by day.【High-quality plastic&Wireless design】Waterproof and moistureproof, no fear of the extreme weather. Real-time remote viewing, multi-platform viewing, support for mobile phones and tablets simultaneously remotely watch surveillance screens. Service: 24 Months Free Replacement and Life time Support. Any technical issues viaAmazon. we will reply to you within 24 hours.']",['18'],['3.9']

"['Security Camera, Smart Home Camera Wifi IP 3MP HD Indoor Wireless Baby Monitor Surveillance Security Cam System with AI Motion Detection /PTZ/2-Way Audio/Night Vision/Alarm Alert/Auto Cruise, Dog Cam for Pet Baby Elder Nanny Kids, SD & Cloud Storage']","['CDN$47.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['【3MP Super HD View & 360°Coverage 】 3MP CMOS image sensor offer 2304*1296P super clear live video. Upgraded H.265 video compression tech can record longer video with no sacrifice to image quality, save almost half the storage room compared with H.264. Full range lens zoom control, this smart home cameras own 355°pan & 90°tilt and 50°vertical rotation range, offers full vision without blind angle to monitor your home security. Up to 4 zoom display, see clearly what’s happening far away.【Smart Motion Detection】 Under motion tracking mode, motion alarm notification will be sent to your phone via the App ""YI IoT"" when the security camera detects a thief/burglar or visitor. The home camera can also detect human shape movement and abnormal sound like baby crying with cloud storage enabled, thus to avoid ’’false alarm’’ caused by flying insects, pets or light change, etc. Alarm sensitivity, alarm frequency and alarm period can be adjusted to meet personalized needs.【Two-Way Audio】 This wireless baby Monitor with built-in Mic and speaker support remote talk and listen. Two-way audio mode available: intercom or hand-free. Through the App ""YI IoT"" on the phone, you can keepawatchfuleyeon your baby/elder/pet by real-time listen and talk with them while watching them at any time or from anywhere you are under hand-free mode.【SD Card & Cloud Storage】 Support up to 128GB SD card (not included) storage. Cloud storage is also available upon purchase. Safe and secure storage without risk of losing your footage in case SD card or camera is lost. You can log in instantly to pinpoint your footage through an intelligent timeline and play it back in seamless and brilliant quality. Wireless security camera has two options of connection - WiFi or LAN, flexible installation on table, wall or ceiling. Support 2.4G WIFI only.【Auto & Enhanced Night Vision】 Build-in IR-Cut, dual filter and 9pcs IR LEDoffer you fantastic clear vision at night with no influence to the natural vision in daytime. The night vision range is up to 32 feet/10m, offering enough coverage of what you need to see. The wifi camera indoor supports auto and manual switch between day and night vision. And the indicator can be turned off, no disturbing at night.']",['23'],['4.3']

"['WiFi Outdoor Security Camera - GENBOLT Floodlight Wireless Home IP Surveillance Camera Waterproof,Two-Way Audio with 110° Super Wide View,5dBi 2T2R Dual Antenna,AI Humanoid Alarm,Instant Image Activity Alert,Dual Band WiFi (2.4/5GHz)']","['Information Not Found', 'CDN$79.99']",['Information Not Found'],"[Free Shiping]","['1080P WIDE ANGLE - GENBOLT H.265 Full HD Wireless WiFi Security Camera Plug & Play featuring Simple Wifi Configuration which allow you to setup within 1min.2.4G /5G Dual-Band Wi-Fi with 2T2R MIMO Dual Antennas guarantee stronger network signals to avoid frequent disconnection.No messy cabling.Say Good-Bye to complicated settings.Super wide view angle allow you to use only one camera instead of 3-4 cameras.MOTION ACTIVATED COLOR NIGHT VISION - 3 Super Bright White PROGRAMMABLE LED can be customized on by schedule or triggered by motion.Wireless Security Camera will automatically switch to color night mode(up to 95ft) when light levels drop.INSTANT ALERT & RECORDING - Intelligent recording to save more space.You can choose 24/7 or only record after triggered via app.Once motion has triggered, a instant email with pictures attached or notification will be sent even you are thousand miles far away.ACTIVE SIREN & LIGHT DEFENSE - You can preset a customized siren like dog barking(or any other kind siren you like) in advance.Once motion triggered,the Bright Night Light will be open,and the ""dog"" will scare away the intruder.Meanwhile the system sends an alert to your smartphone, allowing you to remotely access the camera and check the recording.No more depression after crime,stop them before it starts!(tips:disabled by default)AI HUMANOID MOTION DETECTION - Sometime you will receive motion alert when unexpected motion detected.Improved Customizable Humanoid Motion Detection allows you to set 1-4 specific detection zone for your WiFi camera to detect motion, thus preventing false alarms like, plants moving in the breeze,snow,rain,dog,moth,fog,leaves twirled,lights brightness, and receive alerts ONLY for the area you care about the most, like the crib, dog house, etc.Say goodbye to annoying false alarms now!MORE WE CAN OFFER - GENBOLT Wireless Camera System are all under CE FCC UL Certificate.30 day exchange, one year warranty and lifetime free technical support.Response within 24hours.Email: us@genbolt.com & CA Free Local Support :+1 (778)807-9710 (Monday Friday - 18:30 to 23:30). Provide and 5 Meters Power Extension Cable(B07DQGTK3M)']",['331'],['3.8']

"['Kami Smart Outdoor Security Camera, 1080p 2.4G Home Camera with Human Detection, Starlight Night Vision, Time Lapse, Activity Zone - Kami/YI Home App']","['CDN$89.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","['SMART AI HUMAN DETECTION: Effectively avoids “false positives” caused by flying insects, pets. It can even tell the difference between a real person and a picture. When an abnormal sound is detected (within a range of 16 feet), it will promptly send an alert to your cell phone.POWERFUL SECURITY SYSTEM: Using KAMI HOME or YI HOME app as other YI Cameras do to create a time-lapse directly from your camera, view all-day matters in seconds. For an eco-friendly home, set a timer for when you’d like the camera to record, thus saving energy.ADVANCED Starlight NIGHT VISION: Utilizing integrated Starlight Night Vision Technology you won’t miss a thing with its clear, colorful 1080P footage even in low light conditions.YOUR RELIABLE OUTDOOR WATCHDOG: Featuring an IP-65 water-resistant design, 110° wide angle lens and wide operating temperature range (between 14°F to 122°F), the Kami AI-POWERED Security Camera withstands the wind and rain to provide reliable safety for your home.SIMPLE SETUP AND STORAGE: Installation is a breeze with the voice prompt and in-app guide to help set up your camera. You have the option to store your recorded footage on a memory card (up to 128G) or on the KAMI / YI Cloud. Using smart graphic retrieval to categorize your videos on Cloud storage, finding the right footage has never been easier.']",['46'],['3.8']

"['Amcrest IPM-723B Outdoor 960P 1.3 Megapixel (1280TVL) WiFi Wireless IP Security Bullet Camera - IP67 Weatherproof, 1.3MP (1280 x 960) (Black)']","['CDN$59.99', 'Information Not Found']","[""The Amcrest HDSeries 1.3MP Wi-Fi bullet video camera helps you stay in touch with what you love anytime, anywhere. With its Quick WiFi setup process via mobile phone, you will have secure access to your camera's video stream in no time. Stream live and playback recorded video of your home, your kids, your pets, or your business on the go with the Amcrest View app. Amcrest Cloud offers optional cloud recording with free live viewing and 4 hours of free video storage accessible from any device including Apple Mac, Windows PC, iPhone, iPad or Android devices. Amcrest cameras also record via upload to an FTP as well as record to any Amcrest (or ONVIF compliant) Network Video Recorder (NVR) (not included). Each Amcrest camera features heavy duty IP67 metal housing, 98ft night vision, enhanced digital zoom, a wide 92º viewing angle, smart motion alerts, email alerts and snapshots, advanced recording options, secure SSL/HTTPS connection and wireless AES WPA2 encryption. With the Amcrest HDSeries, you'll never be out of the loop again. Amcrest HDSeries 1.3MP WiFi Security IP Camera IPM-723B (Black): Quick and Easy Setup / Wide 92° FOV / Remote Web Access from Smartphone or Tablet / Storage to NVR or Amcrest Cloud / Intelligent Digital Zoom / Night Vision Up to 98ft / IP67 Weatherproofing / Smart Motion Alerts""]","[Free Shiping]","['Amazing High Definition 1.3MP (960P) Video at 30fps with Latest Ambarella Chipset for Superior Picture Quality and Clarity.Quick and Easy Wi-Fi Setup via iOS or Android Device with Amcrest View App, Stream Video and Audio Directly to Your Smartphone, Tablet, Apple Mac or Windows PCGreat Field of View with Wide 92º Viewing Angle, Intelligent Digital Zoom and Night Vision upto 98ft. Heavy Duty Outdoor Metal Housing with IP67 Weatherproofing.Stay in Touch with Intelligent Motion Alerts as well as Mobile and Web Apps, Secure SSL Connectivity with HTTPS and AES EncryptionCloud Recording and Playback with Free Live Viewing and 4 Hours of Free Storage via AmcrestCloud, Record and Playback Directly on MicroSD Card and Amcrest NVR (Not Included)']",['268'],['3.9']

"['eLinkSmart 720P WiFi Camera Home Security Baby Monitor with Calling, Motion and Crying Detection, Night Vision, Video Recording, Alarm Push, Cloud Storage, Alexa [New Version]']","['Information Not Found', 'CDN$42.99']",['Information Not Found'],"[Free Shiping]","[""✔ HD PTZ & Night Vision: 1080x720 High Definition amazing picture live viewing, remotely Pan & Tilt and control via mobile App. It is faster to cruise the whole area by sliding your fingers on the screen, stretch and pinch fingers to zoom. 6 postions could be bookmarked and return to them quickily. Built-in 10 pcs IR LEDs extend the viewing distance to 25 feet in pitch dark with No ANNOYING glare. Support multiple wifi cameras connection and 4 cameras split-screen viewing. Support Alexa.✔ Motion & Crying Detecting & Alarm Push: Set alarm and open the App notifications, the wifi camera will send messages and snapshots to your smartphone when detected moving object or loud sound. The function about low medium and high sensitivity and what time to send alarms and whether to trace motion could be turn on/off depending on you.✔ Two-Way Audio & Call Function: Built in high quality microphone and speaker, you can talk to your family anywhere, the security camera support active call, when your family needs to contact you, just press the button on the back of camera, it will call to your phone app. You can also select lists to let the wifi camera play nursery rhymes and fun short stories for kids.✔ Video Recording & Privacy Protection: Videos can be cyclic recorded to a TF card (Max 128G), you can view the playback or operated directly via App. If the network is disconnected, the SD card will still keep recording. Open the cloud service, detection videos will be stored on cloud, even if the SD card was missing, you could also find out the intruder. Cloud storage free trial 60 days. Videos are only available to you and won't be saved by manufacturer or other servers, 100% guarantee.✔ Sharing Function & Infrared Remote: Simple 2.4G WiFi setup via the free App “eSmartCam” on your iOS/Android phone, if your family's phone installed and register the App, you can share the wifi camera to his account. Support infrared remote function, you can switch the air conditioning on/off and adjust the temperature via the camera.›See more product details""]",['37'],['3.8']

['Hikity PTZ Security Camera Outdoor 1080P Dome Camera WiFi IP Camera Weatherproof Full Color Night Vision Two-Way Audio Motion Detection + 64G TF Card'],"['Information Not Found', 'CDN$86.99']",['Note: Passwords setting only allow to use numbers and letters '],"[Free Shiping]","['Dome Security Camera: download app on your phone/PC and follow the instruction to connect camera. Supports remote control by app (PTZ rotation and 4 touch zoom), wide-angle lens combined 355° horizontal & 90° vertical rotationNight Vision, Waterproof: Infrared night vision, full color night vision, intelligent night vision, three monitoring modes. IP66 waterproof grade, can be used normally even in heavy rain and lightning weatherMotion Detection Alarm: when someone breaks into shooting area,motion detect and send push notification on your mobile phoneTwo way Audio: Built-in microphone and speaker,easily to communicate with others at anytime anywhere. Use the mobile application to remotely monitor your home situation from your mobile phoneVideo Storage: come with 64G TF Card, Storage loop recording. Cloud storage also be supported, storage video will review at any time, video automatically divided by day. For any problems, please contact us by email walter97@126.com']",['7'],['3.5']

"['4CH 1080P Wireless Security CCTV Camera Surveillance Systems(WiFi NVR Kits)-Four 2.0MP Wireless WiFi HD Indoor Outdoor IP Cameras,P2P,65FT Night Vision, NO Hard Drive by TMEZON']","['CDN$188.99', 'Information Not Found']",['Information Not Found'],"[Free Shiping]","[""【Easy Installation & No Need to Run Video Cables】-- No need to run cables all over your house to connect the NVR and cameras. Simply mount the cameras, plug in the adapters and go. Connection between the NVR and cameras is through your internet. Then the Video will Show Up.【1080P HD NVR/ 1080P Waterproof camera】-- Get a sharp and crisp image day or night with 1.3 Megapixel cameras .Up to 100ft night vision. IP66 weatherproof aluminum housing material, cameras can be used indoors and outdoors【View from anywhere anytime】-- The free app lets you see all of your cameras in one place. Check in on your home or business wherever you have an internet connection. Free App for Live View & Playback on Smart Devices with WiFi or 2G/3G/4G Anywhere Anytime.Smart Phone Support: iPhone, Android ,Ipad.【Customizable advanced motion detection】-- Be notified when there are unexpected movements. Smart notifications with image will be pushed to your smartphone via iPhone/Android App. And you won't miss any moment with remote and local playback. You also can setup the Detection zone from your NVR to minimize false alarms.【Noted & Warranty】-- Please Note that this is not Battery Powered Cameras.The Wireless System Don't Mean You can Use the System without Any Cables. You have to Connect them to the Power Adaptors for Supply Power to Camera and NVR and No Need Video Cables. Two year quality Warranty, Life time Tech Support ! If your product stops working in the first year we will replace it""]",['66'],['4.3']

"['YI 2pc Smart Home Camera 3, AI-Powered 1080p Security Camera System IP Cam with Human Detection, Night Vision, 2.4GHz Wi-Fi, Two-Way Audio, App for Nanny Pet Dog Cat Monitor']","['CDN$79.99', 'Information Not Found']","[""Color Name:2pc smart home camera 3Setting Up Your Camera With YI Home App  1.Install YI Home App and create a YI Home Account 2.Turn your camera on and select the '+' icon in YI Home App to add your camera 3.Select your Wi-Fi network and enter your Wi-Fi password, then select Connect to Wi-Fi 4.Scan the QR Code shown on the app, then select Next once the QR Code has scanned 5.Select Save, then select Start using to finish pairing 6.If connection failed, please push the Reset button and try again WiFi Settings 1.YI Home cameras will need to connect to a 2.4GHz band network. 5GHz WiFi band is not supported 2.Turning on the location service on the phone if you encounter Unknown SSID issue 3.Encryption mode must be set to WPA/WPA2 (mixed mode) or WPA2 4.Your Wi-Fi password must be 8-20 characters in length If you have any other problem, please contact us via support@yitechnology.com.""]","[Free Shiping]","['YI TECHNOLOGY: Protect your family and home with value adding home security solutions from YI that millions of families, house and pet owners already trust today. The YI home camera 3 is a AI security camera with human detection and abnormal sound detection, 1080P Full HD resolution, 107 Degree wide angle, two way audio, magnetic base and upgraded night vision. Support 2.4G WiFi only.ADJUSTABLE ALERT FREQUENCY: AI powered human detected alert or motion detected alerts can be set by sensitivity levels from high to low. YI cloud service with graphic retrieval and timeline control for quick video review, ensures that footage is stored safely and remains accessible even if your SD card has a failure (SD card not included). Start YI Cloud with one-month free trial for new users.CUSTOMIZED STAND-BY CONTROL: Schedule on and off time of your camera for each day of your week. Turn off the blue status light or set a pin (Faced on devices with Faced) to lock your indoor house camera. You can set to receive video and photo footage with your activity alerts.FREE LIVE STREAMING and MOTION DETECTION: With YI HOME APP for both iOS and Android phones, you can always watch the live stream anytime anywhere once the camera is set up and well connected to wifi. All YI Home customers enjoy a complimentary YI Cloud plan that offers unlimited storage of motion-detected clips (6 seconds) for 1 day. Supports SD cards up to 128GB. No SD Card includedONE YEAR WARRANTY: Because we trust our products, we deliver them with 365 days. Our professional customer service has your back. Your camera can not only stand on its base, but also mount on mental objects with magnetic base and any wall or ceiling. 1. Split the camera from the base. Turn the base counterclockwise to separate the camera from the base. 2. Drill locating holes on the base. This product is certified by ISED with HVIN No. YYS.2518 and Certificate No. 20436-YYS2518.']","['1,050']",['4.1']

